tweet,retweet
@RachaelRayShow New world order terrorism @KinoNuri writes in @YourMiddleEast abt @MinorityRights course in Tunis  http://tco/UpHgtzbm3t,0
Photo:  http://tco/XWBnOHcAHd,0
RT @Talitha37939: Kak @FariqOfficial selamat yaa kakak masuk majalah remaja cek deh -&gt; http://tco/i7AbbjEsdA,1
RT @ncybenz:      #    12  http://t,1
 /        145249  # # # # # # http://tco/MomAyDFFu7,0
Nooossa ! Ate arrepiei Kcia Lopes http://tco/phWyhS1oSW,0
"RT @annagao2953: 


ww

http://tco/5lQ2b4HyYc 




 http://tco/",1
RT @Moldiiiiii: Des fois on en sait rien  on ne cherche pas  savoir http://tco/WNcGCQnTsU,1
"[PR] Twitter #


3
30N3R55

http://tco/qmNB5n5m4e",0
@Daggy1 more true words were never spoken Absolutely correct We did just that last go round,0
RT @ParradoMariaCF: Algn da cambiars tu perfil de twitter? @Mariaparradovoz PREGUNTA DEL MILLN ,1
RT @FXIVESOS: fifth h tiene fans o slo camila jajajaj #vote5sos #kca,1
RT @bertieglbrt: look at this lame ass nerd http://tco/oUTiulD9aw,1
"RT @leslionceau: @Corpsenthyn: ATTENDEZ DEUX SECONDES STOPPEZ TOUT REGARDEZ COMMENT EMMA WATSON EST GRAVE BELLE 

oh putain dmerde http",1
@SupperClubNook Oooh I want to come to that! Please save me a place ;D,0
"RT @cafelatte_1236: #3RT 
BTS http://tco/M7gv98M2d4",1
"RT @jaiiannss: 2
  
# http://t",1
RT @fifthbarraco: @beyoncedefense: NORMILA  TO RARO E TO IMPORTANTE #VoteFifthHarmony #KCA http://tco/DsE7jdkwfI,1
Thats just fucked up lol,0
"Directioners
Japan Hairw http://tco/vmlywyUGfH",0
"RT @ayane_love1D: 

#KCA #Vote1DUK http://tco/PUiFWhtmKn",1
@Angel8An ME PLEASE :(,0
Gnlk istatistik Gelen takipi: 5 via http://tco/tE1QXxJbJk,0
RT @501Awatni: [JENAYAH] Kecewa gagal ujian Bahasa Inggeris gadis cuba bunuh diri diburu polis http://tco/f46o7kzM8i,1
@you_oxo (T ^ T),0
My sister said she wants me to stay little forever I will always be your baby sister,0
When your girlfriend trys to pretend like shes mad at you  (Vine by @therealdjwavy) https://tco/XS0WSVzx5j,0
"RT @iwatobi_sc: ! -Free! Starting Days-
125 http://tco/g3IUUDrWnJ",1
All I wanna know is: are you louder than yesterday? -Liam,0
Much nicer in Weymouth than in Kent today ! http://tco/j7LACGAVel,0
RT @Vinetastical: Didnt invite Jerome to the tea party https://tco/Tgn3p1EifN,1
Just posted a photo https://tco/lKGoWjHJQp,0
RT @ariyax: I must say this is sum delicious biscuits @Lotusfihaara @MyBiscolata #TeamBiscolata @mvtwitsal #BiscolataAmbassador http://t,1
 http://tco/47UsgKN22e,0
"RT @kuru_suke1134: ______

#RT http://tco/TEe42g87R1",1
@Suru_dta @Varun_dvn @koulashwini2 @SwechVarun @Prarthnaaa_ @aniiiika07 @ghadeerdhiya @hebba_varun  aww he is SID ri8 from Warrior High,0
@A_S_B_L_A_C_K yo le estoy dando ahi tata me duele el dedo,0
( ^^ ) http://tco/8rh8ruvwxS,0
"RT @nonno___t: @nonno___t: #RT

 
 http://tco/DZgyqHphEA",1
(323)  113 http://tco/57RbbY57Tl #(--),0
"20059 http://tco/QHkgdGkLMB 

 -YouTube -( #  )",0
@EarthPicsz: Amazing under water bedroom at Bora Bora islands http://tco/KdKZQ2SSpI this would scare the shxt out of me,0
S o amor constroi pontes indestrutiveis,0
RT @Joe_Sugg: ITS #SUGGSUNDAY,1
@WhiteMuffins to pono i tak tylko fotoszop ,0
RT @brian_the_lover:  -  !   http://tco/CUwmgPA7bj h,1
RT @1DInfectionMNL: Ready to Run is now being performed!,1
RT @NATHALIAMN: S d Vasco na tl ,1
RT @1DInfectionMNL: Its incredible to be in the Philippines so thank you so much for having us -Louis #OTRATMNL,1
They gave my uncle 10 cuzz he aint wanna squeal Free Toi ,0
RT @All1DAlerts: Harry did the whale (via @1DInfectionMNL ),1
RT @SoReIatable: Something to think about http://tco/iwvrQegrKz,1
(           ) [:22] http://tco/YO8dZb5wup,0
Such a blessed weekend esp in terms of food From Wheelers Yard to a high tea buffet at Shangri-La https://tco/GitPt8pBDK,0
RT @alezandrazam72: @Ulibre_pereira Ivan Giraldo profe de quinta Uribe lo intimida eso es obvio no cualquier persona es la que se le va a ,1
RT @baycoskun: AKP calann elini perken Haydar hoca Trkn elini dnyaya ptryor te fark burada #MilliEkonomiDevrimi #Milli Ekonom,1
RT @libros20com: #DescargarLibro: Luces del norte  Philip Pullman http://tco/zBKzWsMDvV,1
@ins_vanessa  que s podes tar mesmo,0
RT @H4_K2: wwwwwwww http://tco/4ktC3YemXu,1
Vespa Escort Shocker Front Shock / Stodmpfer vorne Vespa VNAVNBVBBSprint http://tco/ZMDaIRW22A http://tco/YIqAvqlQwH,0
Fall 2013 Conference Schedule http://tco/KZaP91CO9Q,0
RT @mischela_: Clsicos das que sea lo que la MSN y sobre todo D10S quiera #VamosBara  http://tco/o9u0Ck0cOt,1
@Middymee2 enjoy Lisa - you deserve it! Excited to hear what you think,0
"Happy dinner everyone Assalamualaikum 

#crunchy #apple #shaklee  #shakleeesp @ Bukit Bandaraya https://tco/vDVrLvzjsz",0
quem dera que hj v a rdm,0
@mydrugjai HE RTED Y,0
I am a very happy person! :) #YoungJackBot,0
 http://tco/xc54QEVhMy,0
Velzquez reina por fin en Francia: JOSE NGEL GONZLEZ El Grand Palais de la capital francesa rene 51 obras  http://tco/wdFHfY9Aev,0
RT @baycoskun: AKP calann elini perken Haydar hoca Trkn elini dnyaya ptryor te fark burada #MilliEkonomiDevrimi #Milli Ekonom,1
RT @Aube324:          #  WE  #  ,1
Activan plan especial de recuperacin del ex Sambil Candelaria http://tco/9Vy6e5A1Qx,0
RT @ComedyPosts: best dad award  http://tco/JfdQerWMid,1
RT @baycoskun: AKP calann elini perken Haydar hoca Trkn elini dnyaya ptryor te fark burada #MilliEkonomiDevrimi #Milli Ekonom,1
RT @Joe_Sugg: ITS #SUGGSUNDAY,1
"RT @iwatobi_sc: ! -Free! Starting Days-
Twitter http://tco/nmc2onuQGB",1
this 11:30-8 ready blow me,0
   http://tco/azgUjZkZIw # # ,0
RT @ManUtdMEN: Huge cry of United as the players warm up one final time in front of the thousands of travelling Reds http://tco/Rp8mRcMy,1
@hikaru__67  http://tco/izEtbKzVAU,0
 http://tco/tZJk4TORXX,0
RT @Keep_walkign:  #GGMU # # http://tco/NXwtNEtTeD,1
 http://tco/XOdypIYLkp,0
RT @AlyssaYvonne96: Tonight was much needed  http://tco/8ARpLaaLZf,1
RT @PodemosBp: #Podemos22M Maana cuando la dignidad haya vuelto a la poltica muestra orgulloso tu corazn morado #CambiandoElSur http://,1
"1D all over my timeline
Muted couple of them ",0
#Empleo Cochabamba Secretaria/Recepcionista http://tco/Wi2p1XvGkb #Ofertas #Bolivia,0
So blame it on the night dont blame it on me,0
"RT @ayu38_GB: 1
#2015
#419
#RT
#419419RT 
# 
#RT
#RT http://tco/",1
RT @baycoskun: AKP calann elini perken Haydar hoca Trkn elini dnyaya ptryor te fark burada #MilliEkonomiDevrimi #Milli Ekonom,1
Gak pernah bosen nonton inii:3  You Are the Apple of My Eye (Na xie nian wo men yi qi zhui de nu hai)  https://tco/Ht18d5yaGO,0
#GGMU Fantastic time at @ChevroletFCs Google Hangout event How many trivia questions did you get right? https://tco/kCl7ThIcDC,0
"RT @Garfieldakg:   
 10-
 
#ReviewThailand http://tco/OA5vfqmaHN",1
I Wanna Be With You - Mandy Moore w/ Lyrics: https://tco/BVmXNu1aoC via @YouTube,0
RT @isamumurakami:  http://tco/MO9HmR4Tlr,1
#Empleo en #Oruro - Docencia - Docente http://tco/avYE7dKAGR #Ofertas #Bolivia,0
RT @baycoskun: AKP calann elini perken Haydar hoca Trkn elini dnyaya ptryor te fark burada #MilliEkonomiDevrimi #Milli Ekonom,1
RT @CuomoWatch: ICYMI: @SteveMcNY #FunFact on @NYGovCuomo re: ETHICS: https://tco/KxVNIBtGUr http://tco/BieLySj0rw,1
Garlic Milk  A Magical Remedy To Relieve You From Sciatica Pain - Womans Vibe http://tco/tpgwAOHF7D,0
I added a video to a @YouTube playlist http://tco/HHrwaDlLfb Bleach Chapter 620 Review God Mode: Activated,0
RT @1DInfectionMNL: Im feeling pretty sweaty -Harry #OTRATMNL,1
I hate waking up to a swore body ,0
Erros de portugus nos ultimos tuites so por causa do teclado do celular que no  tao bom qq,0
Out,0
RT @Jazman86: @FootyAccums why have a world cup medal when you could have a meatball marinara!,1
 http://tco/Qs5EKVWJC1  # http://tco/C3H1bmrAYM,0
"RT @aya2_love:      \/

#RT()
#1mmRT
#RT
#
#10RT
#

 http://tco/B39CwTQ",1
How I did on Twitter this week: 1 New Followers 16 Mentions 106K Mention Reach Howd your week go? via http://tco/4z87f31n0C,0
RT @baycoskun: AKP calann elini perken Haydar hoca Trkn elini dnyaya ptryor te fark burada #MilliEkonomiDevrimi #Milli Ekonom,1
Come on then United!!,0
Im so tired ,0
http://tco/Z19MGMde1T #1955 Gibson Les Paul Special,0
Join usGetting ready for 10 am service @pastorekingsley !  #newseries #jesusandwe @ Salt Life Church https://tco/TUNrJQFzod,0
RT @musgrphy: @BBAnimals: what is he doing  ^ http://tco/jeLwfbeENz,1
@__esraalk but you what i like even mire,0
      http://tco/O22wSQYCYC,0
|LIVE NOW| @church @Feyenoord @DeKuip @FKRotterdam #FEYpsv #meerkat http://tco/ibcKfkotdz,0
Velzquez reina por fin en Francia: JOSE NGEL GONZLEZ El Grand Palais de la capital francesa rene 51 obras  http://tco/42XaSZ7ac4,0
RT @EmOoNza: @Amoune_16 @Rana__Samaha @Kenza_Morsli     http://tco/Mqdi8o5LQg,1
"@OFmaddy: @ColdBloodedCoon well 
1) shut the fuck up 

eggsactly nothing to say with yo dumbass dismissed",0
http://tco/UHX7PHFk62 Le Lien4,0
http://tco/kKg71rQGuL,0
"          

  :   
 http://tco/oWdSN48Pzy",0
RT @kawauchihiroshi:  ,1
@iJesseWilliams @oliviabianco8 I am screaming! Lmaooooooo ,0
RT @kazuxxx129: wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww http://tco/hhAgVql3Wb,1
NMB48 RT https://tco/zquooNtC1C,0
RT @yeesac: @shawnn_doe thats luvvv,1
All I can taste is tequila,0
RT @Xurisaday: Feliz Noche! http://tco/gIJXGjhtpX,1
"RT @bakusy0u_douga: wwwwww

https://tco/eF5xX3zZoO",1
RT @miryu_2129: #TwitterRTRT http://t,1
Round the world,0
Starlight+Express+(00:01:40)+#sm21045404+http://tco/6FoadDsH3I,0
RT @addictstogomez: Selenas curly long hair appreciation tweet #VoteSelenaGomez #KCA http://tco/IkmC3knIRe,1
RT @almiseelanews:          http://tco/dhdqMkN2Bl http://tco/r3ernSvtcr,1
RT @anatavares99: N sei pq mas n gosto de ser eu a tomar a iniciativa de mandar mensagem,1
RT @theirmusicsaved: se Louis ha baciato quella ragazza allora c speranza anche per me #EleanorEHarryCornuti,1
"5000(5k)
 http://tco/2vk6luPZIK",0
@Dobnak Im sure your flow is real,0
RT @artistezarry: @Louis_Tomlinson YOUR FAT ASS OH MY FUCKING GOD SHE DID NOT DESERVE YOU YOU A DAMN BITCH HOW THE FUCK DO YOU KISS SOMEO,1
RT @onbom8991: 150322 Incheon Airport #Onew # MrLeader welcome backkkkk () http://tco/CdoEoCqp39,1
"RT @LongboneYasuko:        

     

    0564912216

http://tc",1
Apple Airport Express A1084 54 Mbps Wireless G Router (M9470LL/A) http://tco/y7Z1ehmW0m http://tco/HaDHcBeYJk,0
RT @sabriinavieira: O problema  que a gente acredita na mentira e desconfia da verdade,1
"RT @dylimubuwylu: LINEID

http://tco/NSFdwoGrYe


 http://tco/oxfpQ0x7nV",1
RT @ejimenezcara: @albertofdezxbcn porque #BCN  tambin es el RCD Espanyol @RCDEspanyol  meravellosa minoria  http://tco/UVa3vVspPR,1
RT @1DInfectionMNL: Put your hands up in the air -Harry,1
RT @ABC7Chicago: FBI searching for suspect in Evergreen Park bank robbery: http://tco/p59yS876Cv http://tco/fU0lfcc8W0,1
RT @Hannah579xx: Yep http://tco/1aztLCysQs,1
RT @yvngbvdha: @Que_te_torras yo estoy en depresion y to aun m destrosaste la bida santo sielo,1
http://tco/pfNiz4jQ4J #men picsdaily #twitterafterdark #nsfw #adult #porn #Huge #Sophisticated Non-nude with Big http://tco/yfgqHPNkfA,0
"RT @fujitanana_1228: 10 in IWA



#10 # # # # # # http://tco/",1
RT @zulfulivaneli: Tm Madur retmenler in Sende Ses Ver http://googl/hgkvV,1
"RT @iwatobi_sc: ! -Free! Starting Days-
125 http://tco/g3IUUDrWnJ",1
witnessed long serving player Darren Fletcher bow out with a 2-1 victory in his testimonial match #FMH15,0
RT @PapaJackQuote: Call her beautiful especially when she least expects it,1
Llevarte a otro mundo donde estemos t y yo aparte @ Mi casa Mstoles https://tco/3O2VaLinaf,0
"RT @OllieLanders:        

     

    0543268533

http://tco/",1
    http://tco/rys8wHfUzq,0
RT @SapardiDD: http://tco/ICYDdeUZHz,1
RT @JOE_co_uk: The Henderson Mark II has finally arrived - just in time for Liverpool v Man United http://tco/mGZz7TkV0A http://tco/7YuiP,1
RT @_aqbxr: 4 4s  http://tco/rFDLmo0AEO,1
@CharleneFrs Je parle des photos de tes soires que tu as mises,0
https://tco/CXVm4A9Z7o,0
RT @MaizatulAqlima: APA! ESOK SEKOLAH?! http://tco/PU4Ord3Gfi,1
https://tco/cp1P6RsFNQ,0
"RT @MCANjp: NO!032213 14   #0322NOABE
http://tco/3fos6JZeVS http://tco/kG5q3B",1
RT @FactsMessages: Fun Pics for Adults http://tco/w0t8Icq5BX,1
RT @philconcerts: Now Playing Live: Better Than Words #OTRATMNL,1
RT @LamiyaSlimani: Ich glaube daran dass wir alles schaffen knnen  #VoteSami #kca http://tco/Ig7i5jwM9p,1
Mmm cordero a la brasa,0
"
by",0
Lovely platinum 950  eternity /wedding ring  25 Diamond size N &gt; http://tco/i8uxdWJqyx: #WeddingRings http://tco/SLUOE5wIFZ,0
 http://tco/R8PHuaWARP  # http://tco/0pGyWKgV32,0
RT @woahrandy: KIDS REACT TO GAY PORN http://tco/s5ygdFB2nq,1
"RT @LeaMakhoul: Live Casting @StaracArabia 
#LeaMakhoul
#TeamLeaMakhoul
#StaracArabiaCasting http://tco/Mxe8VcU2Ip",1
"RT @0000__kawaei: #
 http://tco/U154U2gIU4",1
RT @2sexno_9:    http://tco/DIcpbqaasR,1
       !!    ! http://tco/ZZ8mj4JT35,0
Its all a matter of taking the right steps,0
RT @1DMetro: HARRYS HAIR IN A MINI BUN,1
http://tco/pd0wfvfbeu,0
RT @fon55666:    # # cr @PBshidae @salapao_nuch #  http://tco/YjxprnTrsf,1
RT @BenjaminEnfield: Follow spree RT &amp; Ill follow you,1
http://tco/D4T8zgbul2 AKB48B,0
RT @hiroto5959594:  http://tco/VqIF15MQpe,1
RT @Joe_Sugg: ITS #SUGGSUNDAY,1
I love kisses from Pluto ,0
 things http://tco/sCY3383m61,0
I made the mistake of flicking through my old FB profile pics What on earth was I thinking back then!? xD,0
  4/18 ()  http://tco/X95pLNvlMo # # #MUSETOUR,0
"RT @noramozza:        &gt;&gt;http://tco/o4dMLhB05y

# http://tco/thky0YQJrS",1
RT @premierleague: TEN MINUTES TO GO Heres how you called it on the @carlsberg Live Match Centre: http://tco/5vCtFI8E8B #LIVMUN http://t,1
RT @instagranzin: dinheiro podia ser que nem problema aparecendo do nada o tempo inteiro,1
Eish this boy is driving me crazy hope he has a drivers license!,0
"RT @Margmarkk: Line
: 
Read by 1


Read by4



Read by 11
: 
: 
: 
",1
RT @1DAsiaCrew: Liam Wore the bra our insider threw on stage! ,1
"RT @lanavunyleq: 

         

 

http://tco/086dVaxVIC

  ",1
RT @InspowerMinds: Sometimes all you have to do is forget what you feel and remember what you deserve,1
"
http://tco/RMF2cBCA8p",0
"#_ 

 #_ -   1 - 26

http://tco/QvCch1JSuR

#_ #_ #_",0
RT @1DInfectionMNL: HOPEFULLY THE FAN PROJECT IS SUCCESFUL! #OTRATMNL,1
RT @kpopzoneID: KPOPZONE TOP 10 COUNTDOWN K-CHART: NO 5 KYUHYUN -  (AT GWANGHWAMUN),1
RT @FoodPornsx: Macaroni Cheese ^ http://tco/Jg3o2f6P0L,1
"KNShah:
Village Murad Chandio Me Village Karimdad Lund K Rehwasi 38 Saal Ka MYounis Babar Bijli K Current Lgne Se Janbahq
Rpt Fayaz Jafri",0
 http://tco/ea939tAYia,0
 http://tco/rayzZWAdJL,0
"RT @NiallCrews_ID: Bradley Simpson VS Harry Styles
Retweet for Brad
Favorite for Harry
#Directioners #BestFanArmy #iHeartAwards http:/",1
"RT @invisibleziam: Zerrie rumors

Zayn took a break

4/5 on the Manila show

Louis kissed a girl

Eleanor and Louis broke up http",1
RT @Min_Ciencia: Hoy se celebra el #DaMundialDelAgua un da para concientizar y promover el uso sustentable de este recurso http://tco/,1
"TRUE LOVE http://tco/2dDIzuWXiN 

 -YouTube -(   )",0
RT @MissAmiela: I make the boys sing for me I call them Beyonc ,1
"
() http://tco/yfnZIPOW5s",0
Tou mesmo a ver que logo  noite desaba tudo,0
RT @raichanxd: #SMTOWNTaiwan ChangKyu hug &gt;w&lt; http://tco/oOSIhC8Xop,1
Microsoft Surface 2 32GB Wi-Fi 106in - Dark Titanium http://tco/vPjoWACAf6 http://tco/80drXB7ksq,0
RT @soccerugfilez:  http://tco/9GY0tiCvHj,1
Herbal Kolesterol http://tco/OE4HEO85p2 Order PIN:274F2056 - SMS: 081221036164 #Cirebon,0
RT @LolitaDrugs: this makes me so happy http://tco/oKqWbeguHV,1
RT @krickenn: This whole distance thing is ,1
         http://tco/vaYrgs3wtJ,0
RT @JoshDevineDrums: Shangri-laaaaa lalalalala @DieHeuwels http://tco/J5rLR2yb5U,1
buckytrout http://tco/InLJcXI7WT #sex #porn #teen #nsfw #xxx #adult #hot #pussy #cam #live http://tco/yL5iW4iC4Z,0
RT @CoolestLifeHack: Deep http://tco/tzRA6f9I6U,1
"RT @EmpireOfObrien: Our boys deserve this so so much so rt this so they can win!!!! RT RT #vote5sos #kca 
X345",1
(          ) [:62] http://tco/EydQe1nENu,0
@JoJo_ss nem ne fala lol serio nao fico nervosa assim com futebol desde a copa HAHAHAHA espero q em duas horas esteja tudo lindo,0
RT @raisa9690: Lowongan Kerja PT Indomarco Prismatama Terbaru selengkapnya disini &gt; http://tco/ARUJKXpDGH,1
New Fashion Jewelry Crystal Chunky Statement Chain Pendant Necklace Bib Choker  - Full rea http://tco/LiFWnR2vgH http://tco/YvFeywh6UM,0
AV  http://tco/xtFdwgIg5M,0
1989 BMW E30 320i AUTOMATIC http://tco/Qb4GTCanMt #BMW #Chrysler #Citroen #CarParts http://tco/RNmVM7nIr2,0
I miei genitori vogliono portarmi ad una festa di merda del paese Ma cristo non potete obbligare la gente a fare quello che volete voi,0
Para Ver a Animaao  CLICAR NA IMAGEM http://tco/qlyl7Hcdmd,0
"RT @hada_x0x:     ;;; 

         ( http://tco/le6DvI0NTO",1
"DRAG RACE NYC http://tco/ZRVznKSdG4 

 -YouTube -( nyc fixed gear )",0
@bbyeen  T^T,0
*Dear it is not sorry to you*,0
"RT @LongboneYasuko:        

     

    0564912216

http://tc",1
RT @Stylinsooooooon: ET TAS NIALL QUI COMME DHAB POSTE DES PHOTOS SUR INSTA POUR CALMER LE PEUPLE PENDANT LE DRAMA  http://tco/PGdI,1
S39,0
@marshayers http://tco/jitwQ7gJhe,0
"RT @noramozza:        &gt;&gt;http://tco/o4dMLhB05y

# http://tco/thky0YQJrS",1
()misoI am miso,0
"@ke_____y 
 http://tco/o8NTrFSa4K",0
Lazy Sunday https://tco/CThgQ68BIt,0
"RT @s2hnwym: 

:
:
:
or:
:
LINE:
:

#RT",1
PTDRRRRRRRRRRRR C QUI ELLE http://tco/8OWOg8LK6l,0
RT @MR_KANGGUN:              :) http://tco/UvI6NzCtFs,1
             http://tco/5fybR3shqW,0
            http://tco/rSw4Tch35O,0
RT @_briizzaaay: @jay_nationn: I was never the type to care about wha someone had to say about me ,1
@gerardway @FrankIero @mikeyway @raytoro @mikeyway  You guys saved my life Hope you guys carry on Love you guys! http://tco/ZVjGhZ4YEh,0
I was born to tell you i love you idol  @iamjoshuagarcia,0
      http://tco/P9e906Em17,0
RT @tukasa10273:  http://tco/I68mVx1KPO,1
RT @Ziamlouquinha: MARATONA DE FOTOS UM RT = UM VOTO CADA RETWEET FAZ A DIFERENA! #KCA #Vote1DUK http://tco/eyiifErq3d,1
@ChakaMoloi You r gonna go to sleep with a sore heart 2day,0
RT @memedeportes: Y maana El enfrentamiento del siglo  http://tco/44323mYNW2 http://tco/nqmAChKDq9,1
sometimes I pause and realize just how much I love xiuhan wtf,0
RT @untitled_5:      http:,1
"RT @chipotlehunty: me: f*ck school I dont even care if Im late to class
bell: *rings*
me: http://tco/ftehJxdRWM",1
"RT @iwatobi_sc: ! -Free! Starting Days-
125 http://tco/g3IUUDrWnJ",1
@CabalRomero pues con tus crticas flaco favor le haces a Podemos y a compaeros de toda Espaa que estan trabajando con ilusin,0
RT @elLehya_: Sunset malam tadi disini Langit dan laut memang gabungan yang menarik  http://tco/kos7HDpJql,1
